agency_code,loan_type,property_type,loan_purpose,owner_occupancy,loan_amount_000s,action_taken,msamd,applicant_ethnicity,applicant_race,applicant_sex,applicant_income_000s,hoepa_status,lien_status,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units
7,1,1,3,1,170,3,33874,2,5,2,36,2,1,5805,13.279999732971191,102600,105.58000183105469,1919,2033
7,2,1,3,1,294,3,37964,2,5,1,51,2,1,1783,26.75,57400,189.0800018310547,409,470
7,2,1,1,1,120,3,11020,2,5,2,34,2,1,2626,15.15999984741211,62700,34.43000030517578,398,853
7,1,1,3,2,49,3,37964,2,3,1,96,2,1,4514,98.54000091552734,57400,69.75,998,1677
9,1,1,3,1,100,3,38300,2,5,1,199,2,1,3632,4.599999904632568,72200,108.52999877929688,1142,1381
7,2,1,1,1,206,3,33874,2,5,1,52,2,1,5013,27.59000015258789,102600,62.40999984741211,1188,1481
7,2,1,3,1,222,3,33874,2,5,2,0,2,1,4006,9.840000153,102600,104.18000030517578,1232,1319
1,1,1,3,1,176,2,33874,2,3,1,40,2,1,4466,25.209999084472656,102600,67.68000030517578,1276,1658
7,2,1,1,1,105,2,37964,2,3,1,45,2,1,6923,91.84999847,57400,50.75,1100,2118
7,2,1,3,1,66,2,10900,2,5,1,31,2,1,7103,6.630000114440918,75200,96.33999633789062,2513,3309
9,2,1,1,1,97,3,37964,2,3,1,34,2,1,5753,99.65000153,57400,83.16000366210938,1825,2282
5,1,1,3,1,118,3,37964,2,5,2,87,2,1,3264,39.77000045776367,57400,89.68000030517578,637,1396
1,1,1,3,1,47,3,39740,2,5,1,9,2,1,4316,5.699999809265137,68900,83.76000213623047,1290,1747
9,1,1,3,1,171,3,33874,2,5,1,40,2,1,5805,13.279999732971191,102600,105.58000183105469,1919,2033
7,3,1,3,1,170,3,49620,2,3,1,33,2,1,7807,18.959999084472656,70800,99.12999725341797,2396,2995
7,1,1,3,1,131,3,37964,2,3,2,38,2,1,6722,97.30999755859375,57400,71.91999816894531,1731,2815
9,1,1,3,1,200,3,33874,2,5,1,76,2,1,4292,13,102600,85.26999664,1063,1314
5,1,1,1,1,20,3,33874,2,5,2,13,2,1,5805,13.279999732971191,102600,105.58000183105469,1919,2033
7,2,1,3,1,113,3,38300,2,5,1,45,2,1,3851,25.5,72200,88.70999908447266,1109,1535
7,3,1,3,1,221,3,37964,2,3,1,60,2,1,4061,85.09999847,57400,88.86000061035156,823,1441
7,2,1,3,1,210,3,33874,2,5,2,56,2,1,5805,13.279999732971191,102600,105.58000183105469,1919,2033
7,1,1,3,2,81,3,37964,2,3,2,0,2,1,5877,92.62000274658203,57400,62.720001220703125,794,2379
9,2,1,3,1,76,3,38300,2,5,2,37,2,1,2605,66.63999938964844,72200,53.470001220703125,641,1434
7,1,1,3,1,242,3,37964,2,5,1,180,2,1,5810,27.87999916,57400,143.1999969482422,1388,2445
7,2,1,1,1,172,3,33874,2,5,2,109,2,1,4292,13,102600,85.26999664,1063,1314
7,2,1,3,1,138,3,37964,2,3,1,45,2,1,2167,98.25,57400,74.86000061035156,482,805
7,2,1,3,1,142,2,37964,2,3,2,50,2,1,4158,51.75999832,57400,96.80000305175781,515,826
7,1,1,1,1,235,3,33874,2,5,2,69,2,1,3113,15.350000381469727,102600,83.80000305175781,812,1009
3,1,1,3,2,71,2,38300,2,5,1,71,2,1,5984,5.53000021,72200,98.44000244140625,2034,2650
7,1,1,3,1,144,2,37964,2,3,2,52,2,1,6800,86.65000153,57400,60.63999938964844,1227,2608
7,2,1,3,1,82,2,37964,2,3,1,0,2,1,3264,39.77000045776367,57400,89.68000030517578,637,1396
9,1,1,3,1,100,3,37964,2,5,1,84,2,1,6314,59.74000168,57400,97.18000030517578,1323,2346
9,1,1,3,1,119,3,37964,2,3,2,62,2,1,5909,98.90000153,57400,83.44000244140625,1430,2383
7,1,1,1,1,109,3,33874,2,5,2,64,2,1,3113,15.350000381469727,102600,83.80000305175781,812,1009
7,3,1,3,1,235,3,37964,2,3,1,37,2,1,4738,73.30000305175781,57400,146.42999267578125,930,1238
5,1,1,1,1,172,3,49620,2,5,1,75,2,1,4666,3.880000114440918,70800,128.64999389648438,1417,1710
7,1,1,3,1,234,3,33874,2,5,2,110,2,1,2852,13.149999618530273,102600,98.27999877929688,888,953
7,1,1,3,1,165,2,33874,2,5,1,52,2,1,2852,13.149999618530273,102600,98.27999877929688,888,953
9,1,1,1,2,60,3,37964,2,5,2,64,2,1,4771,43.45000076293945,57400,75.12999725341797,762,1385
5,1,1,3,1,30,3,38300,2,5,1,33,2,1,3822,6.78000021,72200,151.2899932861328,1200,1452
9,1,1,3,1,164,3,33874,2,5,2,85,2,1,4404,10.739999771118164,102600,83.26000213623047,1227,1371
5,1,1,3,1,110,3,33874,2,5,2,80,2,1,2852,13.149999618530273,102600,98.27999877929688,888,953
5,1,1,3,2,116,3,37964,2,3,1,182,2,1,3096,95.83000183105469,57400,109.86000061035156,836,1279
9,1,1,1,1,50,3,38300,2,3,2,38,2,1,5254,7.670000076293945,72200,98.54000091552734,1476,2287
9,1,1,3,2,90,3,37964,2,3,2,42,2,1,5753,99.65000153,57400,83.16000366210938,1825,2282
7,1,1,3,1,225,3,38300,2,5,1,100,2,1,4651,2.1700000762939453,72200,95.15000153,1648,1988
7,3,1,3,1,69,3,27780,2,5,1,24,2,1,3716,0,60300,103.4800033569336,1180,1568
5,1,1,3,1,120,3,37964,2,3,2,32,2,1,7245,94.87999725341797,57400,63.63999938964844,1541,2487
9,1,1,1,1,589,3,38300,2,2,1,243,2,1,3822,6.78000021,72200,151.2899932861328,1200,1452
9,1,1,3,1,100,3,38300,2,5,2,55,2,1,3243,16.530000686645508,72200,80.5,371,768
7,1,1,1,1,424,3,33874,2,2,1,135,2,1,5524,3.5299999713897705,102600,123.73999786376953,1545,2115
7,1,1,3,1,69,2,37964,2,3,2,50,2,1,4131,78.23999786376953,57400,78.05999755859375,839,1424
7,1,1,1,1,82,3,38300,2,5,1,31,2,1,3243,16.530000686645508,72200,80.5,371,768
3,1,1,1,1,74,3,38300,2,5,1,82,2,1,5984,5.53000021,72200,98.44000244140625,2034,2650
7,1,1,3,1,35,3,38300,2,5,1,70,2,1,3497,8.039999961853027,72200,113.62000274658203,1007,1610
3,1,1,1,1,105,3,38300,2,5,2,17,2,1,3497,8.039999961853027,72200,113.62000274658203,1007,1610
9,1,1,3,1,18,3,38300,2,5,1,70,2,1,3497,8.039999961853027,72200,113.62000274658203,1007,1610
9,1,1,3,1,660,2,33874,2,3,2,221,2,1,7401,16.479999542236328,102600,123.1500015258789,1690,1899
7,1,1,3,1,134,3,38300,2,5,1,58,2,1,1556,2.9600000381469727,72200,78.58999633789062,496,743
9,1,1,1,1,166,3,37964,2,3,2,31,2,1,4449,98.84999847,57400,102.69999694824219,1469,1859
9,2,1,3,1,207,3,33874,2,5,1,47,2,1,3154,21.87999916,102600,67.25,638,837
7,3,1,3,1,183,2,37964,2,3,1,0,2,1,3464,49.279998779296875,57400,138.86000061035156,428,917
9,1,1,3,2,30,3,38300,2,5,1,61,2,1,2559,6.170000076293945,72200,46.189998626708984,445,1098
9,1,1,3,1,61,3,38300,2,5,1,82,2,1,1305,11.029999732971191,72200,72.34999847,374,578
9,1,1,3,1,152,3,37964,2,5,1,62,2,1,4180,16.600000381469727,57400,98.61000061035156,865,1906
1,1,1,1,1,110,3,37964,2,2,2,30,2,1,3524,30.079999923706055,57400,73.61000061035156,899,1518
2,2,1,3,1,192,3,37964,2,5,1,34,2,1,4453,16.889999389648438,57400,117.12000274658203,1103,1649
7,2,1,3,1,75,3,37964,2,5,2,8,2,1,4696,94.41999816894531,57400,80.62000274658203,845,2087
9,1,1,1,1,238,3,37964,2,5,2,75,2,1,3912,16.229999542236328,57400,134.55999755859375,827,1542
1,2,1,1,1,144,2,37964,2,3,1,40,2,1,4949,95.80000305175781,57400,87.66000366210938,691,1211
7,2,1,1,1,31,3,38300,2,5,1,27,2,1,2329,21.639999389648438,72200,68.44000244140625,570,1174
7,2,1,1,1,39,3,38300,2,3,2,28,2,1,2329,21.639999389648438,72200,68.44000244140625,570,1174
7,1,1,3,1,104,3,38300,2,5,1,59,2,1,5593,5.360000133514404,72200,108.83999633789062,1979,2347
9,1,1,3,1,68,3,38300,2,5,1,20,2,1,5593,5.360000133514404,72200,108.83999633789062,1979,2347
7,2,1,1,1,260,3,33874,2,5,1,93,2,1,5737,31.270000457763672,102600,70.45999908447266,1132,1444
1,1,1,3,1,129,3,37964,2,5,1,27,2,1,3912,16.229999542236328,57400,134.55999755859375,827,1542
7,2,1,3,1,146,3,37964,2,5,2,65,2,1,4570,55.400001525878906,57400,85.01000213623047,1126,1729
1,1,1,3,1,240,3,33874,2,5,1,74,2,1,7308,8.699999809265137,102600,111.72000122070312,2438,2819
7,2,1,3,1,268,3,49620,2,5,2,24,2,1,7252,8.18999958,70800,157.1699981689453,2255,2608
7,3,1,3,1,60,3,44300,2,5,1,25,2,1,7699,2,75000,84.11000061035156,2423,3357
5,1,1,3,2,45,3,37964,2,3,1,53,2,1,4949,95.80000305175781,57400,87.66000366210938,691,1211
7,2,1,1,1,166,2,37964,2,5,2,42,2,1,6591,93.45999908447266,57400,71.94999694824219,1201,2839
5,1,1,1,2,50,3,37964,2,3,1,52,2,1,3324,99.27999877929688,57400,36.040000915527344,531,1888
2,2,1,1,1,368,2,33874,2,5,1,109,2,1,1992,13.760000228881836,102600,104.41000366210938,395,463
7,1,1,3,1,90,3,37964,2,3,1,0,2,1,6314,86.87000274658203,57400,57.72999954223633,1110,1900
9,1,1,3,1,103,3,38300,2,5,2,27,2,1,3375,2.369999885559082,72200,86.16999816894531,1236,1678
5,1,1,3,1,29,3,37964,2,3,2,36,2,1,5442,99.51999664,57400,60.810001373291016,1178,2113
7,1,1,3,1,93,3,37964,1,5,1,27,2,1,7224,26.790000915527344,57400,74.79000091552734,1585,2784
5,1,1,3,1,175,3,37964,2,3,2,128,2,1,5753,99.65000153,57400,83.16000366210938,1825,2282
1,3,1,1,1,146,3,38300,2,5,1,54,2,1,5821,2.390000104904175,72200,115.0199966430664,2223,2584
7,1,1,3,1,110,3,37964,2,3,2,30,2,1,4270,99.31999969482422,57400,98.97000122070312,1216,1665
9,1,1,3,1,74,3,37964,2,3,2,25,2,1,4449,98.84999847,57400,102.69999694824219,1469,1859
5,1,1,3,1,20,3,33874,2,5,1,90,2,2,4006,9.840000153,102600,104.18000030517578,1232,1319
5,1,1,1,1,55,3,37964,2,5,2,3,2,1,5019,15.260000228881836,57400,129.39999389648438,1329,1885
5,1,1,3,1,20,3,33874,2,5,1,108,2,2,4171,7.340000152587891,102600,117.56999969482422,1371,1469
7,1,1,1,1,128,3,38300,2,5,1,23,2,1,5821,2.390000104904175,72200,115.0199966430664,2223,2584
9,1,1,1,1,39,3,37964,2,3,1,24,2,1,4470,99.95999908447266,57400,55.09000015258789,820,2167
7,2,1,3,1,237,3,33874,2,5,2,0,2,1,4171,7.340000152587891,102600,117.56999969482422,1371,1469
7,2,1,3,1,113,2,33874,2,5,2,29,2,1,4233,6.730000019073486,102600,77.91999816894531,1301,1574
7,2,1,1,1,63,3,38300,2,5,1,30,2,1,2656,4.710000038146973,72200,87.58000183105469,847,1228
7,1,1,1,1,5,3,49620,2,3,2,49,2,2,5881,9.170000076293945,70800,89.75,1738,2151
5,1,1,3,1,124,3,37964,2,3,2,53,2,1,4449,98.84999847,57400,102.69999694824219,1469,1859
7,2,1,3,1,96,3,38300,2,5,2,37,2,1,2656,4.710000038146973,72200,87.58000183105469,847,1228
9,1,1,3,1,25,3,38300,2,5,1,60,2,1,5380,2.680000066757202,72200,97.88999938964844,1846,2434
9,1,1,3,1,68,3,38300,2,5,2,27,2,1,5380,2.680000066757202,72200,97.88999938964844,1846,2434
9,1,1,1,1,84,3,37964,2,5,1,27,2,1,6800,86.65000153,57400,60.63999938964844,1227,2608
5,1,1,1,1,247,3,33874,2,5,1,220,2,1,4292,13,102600,85.26999664,1063,1314
1,1,1,1,2,280,3,33874,2,5,1,80,2,1,4163,14.43999958,102600,142.52000427246094,1260,1312
7,1,1,3,1,183,3,38300,2,5,2,100,2,1,4707,1.190000057220459,72200,75.40000153,1092,1799
1,1,1,3,1,340,3,38300,2,5,2,125,2,1,5417,1.1299999952316284,72200,137.19000244140625,1947,2157
9,1,1,3,1,188,3,38300,2,5,2,56,2,1,5417,1.1299999952316284,72200,137.19000244140625,1947,2157
7,1,1,3,1,408,2,33874,2,5,2,107,2,1,4163,14.43999958,102600,142.52000427246094,1260,1312
7,1,1,3,1,121,3,37964,2,5,1,71,2,1,3524,30.079999923706055,57400,73.61000061035156,899,1518
5,1,1,3,1,150,3,20700,2,3,1,286,2,1,4658,29.219999313354492,74900,98.36000061035156,1475,2651
7,1,1,3,1,336,3,38300,2,5,2,114,2,1,5417,1.1299999952316284,72200,137.19000244140625,1947,2157
7,2,1,1,1,83,3,20700,2,3,2,33,2,1,4658,29.219999313354492,74900,98.36000061035156,1475,2651
7,1,1,3,1,262,3,38300,2,5,2,66,2,1,5417,1.1299999952316284,72200,137.19000244140625,1947,2157
3,1,1,3,1,188,3,38300,2,5,1,118,2,1,4084,4.260000228881836,72200,92.81999969482422,1036,1319
3,1,1,3,1,125,3,38300,2,5,2,30,2,1,4084,4.260000228881836,72200,92.81999969482422,1036,1319
1,1,1,1,1,113,2,38300,2,5,1,60,2,1,4084,4.260000228881836,72200,92.81999969482422,1036,1319
7,2,1,1,1,271,3,20700,1,5,2,0,2,1,4658,29.219999313354492,74900,98.36000061035156,1475,2651
7,2,1,3,1,162,2,37964,2,3,2,0,2,1,4392,75.70999908447266,57400,149.1999969482422,706,1359
5,1,1,3,1,30,3,37964,2,3,2,60,2,1,6777,88.41999816894531,57400,66.70999908447266,1222,2778
7,2,1,3,1,204,3,33874,2,5,1,85,2,1,4886,9.579999923706055,102600,126.4800033569336,1567,1600
7,1,1,3,1,200,3,20700,2,3,1,60,2,1,4658,29.219999313354492,74900,98.36000061035156,1475,2651
3,1,1,3,1,75,3,38300,2,5,1,20,2,1,1794,15.329999923706055,72200,75.54000091552734,320,564
7,2,1,3,1,146,2,33874,2,5,1,110,2,1,4292,13,102600,85.26999664,1063,1314
3,2,1,1,1,120,2,38300,2,5,2,45,2,1,6366,2.430000066757202,72200,90.37999725341797,2046,2877
7,2,1,1,1,220,3,20700,2,3,1,68,2,1,4658,29.219999313354492,74900,98.36000061035156,1475,2651
7,2,1,3,1,56,3,38300,2,3,1,49,2,1,1890,22.43000030517578,72200,45.20000076293945,267,878
7,2,1,1,1,94,3,38300,2,5,2,66,2,1,2934,29.139999389648438,72200,61.900001525878906,613,1335
7,2,1,1,1,193,2,37964,2,3,2,70,2,1,5371,19.200000762939453,57400,129.17999267578125,1546,1830
7,2,1,3,1,110,2,38300,2,3,1,28,2,1,2934,29.139999389648438,72200,61.900001525878906,613,1335
7,2,1,3,1,87,3,38300,2,5,2,27,2,1,2934,29.139999389648438,72200,61.900001525878906,613,1335
7,3,1,1,1,123,3,20700,2,5,1,32,2,1,4275,46.459999084472656,74900,84.83999633789062,1154,2372
3,1,1,3,1,67,3,38300,2,5,2,4,2,1,2934,29.139999389648438,72200,61.900001525878906,613,1335
9,1,1,3,1,220,3,33874,2,5,1,121,2,1,4292,13,102600,85.26999664,1063,1314
9,1,1,3,1,46,3,38300,2,5,1,19,2,1,2640,12.050000190734863,72200,73.54000091552734,457,1047
7,2,1,1,1,219,3,20700,2,3,2,80,2,1,4275,46.459999084472656,74900,84.83999633789062,1154,2372
1,1,1,3,1,114,3,38300,2,5,1,95,2,2,4584,6.869999885559082,72200,106.45999908447266,1297,1581
7,1,1,1,1,409,3,20700,2,3,1,311,2,1,4275,46.459999084472656,74900,84.83999633789062,1154,2372
7,3,1,3,1,110,3,37964,2,3,1,32,2,1,6800,86.65000153,57400,60.63999938964844,1227,2608
7,2,1,3,1,62,3,38300,2,3,1,40,2,1,4584,6.869999885559082,72200,106.45999908447266,1297,1581
7,1,1,3,2,120,3,37964,2,3,1,6,2,1,5877,92.62000274658203,57400,62.720001220703125,794,2379
7,3,1,3,1,108,2,37964,2,3,1,0,2,1,6569,99.08999633789062,57400,53.27000045776367,1241,2653
9,2,1,3,2,55,3,37964,2,3,1,0,2,1,2229,84.20999908447266,57400,136.49000549316406,418,663
7,2,1,1,1,243,3,33874,2,5,2,54,2,1,3113,15.350000381469727,102600,83.80000305175781,812,1009
7,1,1,3,1,68,3,20700,2,2,1,48,2,1,7745,9.739999771118164,74900,86.44000244140625,2469,3146
1,1,1,3,1,31,3,38300,2,5,1,19,2,1,3271,9.970000267028809,72200,67.43000030517578,879,1317
7,1,1,1,1,98,3,20700,2,5,1,21,2,1,7745,9.739999771118164,74900,86.44000244140625,2469,3146
9,1,1,3,1,63,3,38300,2,5,1,32,2,1,4524,2.5399999618530273,72200,121.30999755859375,1630,1894
7,1,1,3,1,170,3,20700,2,5,2,33,2,1,7745,9.739999771118164,74900,86.44000244140625,2469,3146
7,4,1,1,1,94,3,20700,2,5,1,39,2,1,7745,9.739999771118164,74900,86.44000244140625,2469,3146
9,1,1,3,1,166,3,37964,2,2,1,25,2,1,7351,34.279998779296875,57400,86.76000213623047,1385,2297
9,1,1,3,1,191,3,33874,2,5,2,23,2,1,2745,2.7699999809265137,102600,106.69999694824219,797,912
5,1,1,3,2,50,3,37964,2,5,1,167,2,1,4907,67.58000183105469,57400,66.06999969482422,931,1908
9,1,1,1,1,116,3,37964,1,5,1,34,2,1,4180,16.600000381469727,57400,98.61000061035156,865,1906
9,1,1,3,1,135,3,37964,2,3,1,0,2,1,1693,98.11000061035156,57400,128.97999572753906,519,683
9,2,1,1,1,147,3,20700,2,3,2,34,2,1,8098,29.15999984741211,74900,117.72000122070312,2421,2940
7,2,1,3,1,125,3,37964,1,5,2,58,2,1,4920,94,57400,93.94999694824219,1097,1530
7,2,1,3,1,142,3,49620,2,5,2,109,2,1,6332,6.300000190734863,70800,71.29000091552734,1437,2478
7,2,1,1,1,162,3,37964,2,3,2,37,2,1,6047,43.40999984741211,57400,81.76000213623047,1178,2327
7,1,1,3,1,113,3,33874,2,5,2,31,2,1,2745,2.7699999809265137,102600,106.69999694824219,797,912
5,1,1,1,1,81,3,37964,2,5,1,26,2,1,7074,23.440000534057617,57400,130.72999572753906,1933,2365
7,1,1,3,1,278,3,38300,2,2,1,92,2,1,6113,6.940000057220459,72200,198.5500030517578,1738,1888
5,1,1,3,1,249,3,38300,2,5,1,92,2,2,6113,6.940000057220459,72200,198.5500030517578,1738,1888
9,1,1,1,1,104,3,20700,2,5,2,10,2,1,8098,29.15999984741211,74900,117.72000122070312,2421,2940
9,1,1,3,1,115,3,37964,2,5,2,34,2,1,4055,54.43000030517578,57400,105.93000030517578,854,1407
7,3,1,1,1,260,2,20700,2,5,2,51,2,1,8098,29.15999984741211,74900,117.72000122070312,2421,2940
9,1,1,3,1,388,3,38300,2,5,1,120,2,1,5385,2.5299999713897705,72200,183.2899932861328,1691,1769
9,1,1,1,2,88,3,38300,2,5,2,31,2,1,4849,1.7699999809265137,72200,110.27999877929688,1489,1951
7,2,1,1,1,177,2,20700,2,5,1,65,2,1,8098,29.15999984741211,74900,117.72000122070312,2421,2940
7,3,1,3,1,310,2,38300,2,3,1,78,2,1,5385,2.5299999713897705,72200,183.2899932861328,1691,1769
7,2,1,1,1,135,3,37964,2,5,2,47,2,1,8519,59.849998474121094,57400,97.26000213623047,1395,2514
7,2,1,3,1,223,3,20700,2,5,2,45,2,1,8098,29.15999984741211,74900,117.72000122070312,2421,2940
7,2,1,3,1,173,2,20700,2,3,1,50,2,1,8098,29.15999984741211,74900,117.72000122070312,2421,2940
7,3,1,3,1,46,3,20700,2,5,1,28,2,1,8098,29.15999984741211,74900,117.72000122070312,2421,2940
7,1,1,3,1,160,2,33874,2,5,1,52,2,1,2852,13.149999618530273,102600,98.27999877929688,888,953
7,1,1,3,1,150,3,38300,2,5,2,60,2,1,3968,9.5,72200,106.3499984741211,1140,1349
9,1,1,3,1,203,3,38300,2,5,2,0,2,1,5385,2.5299999713897705,72200,183.2899932861328,1691,1769
7,1,1,3,1,85,3,20700,2,5,1,76,2,1,8098,29.15999984741211,74900,117.72000122070312,2421,2940
7,1,1,3,1,120,3,20700,2,2,2,35,2,1,8098,29.15999984741211,74900,117.72000122070312,2421,2940
5,1,1,3,1,26,3,37964,2,3,1,30,2,1,3264,39.77000045776367,57400,89.68000030517578,637,1396
7,2,1,1,1,231,3,37964,1,5,2,40,2,1,3264,39.77000045776367,57400,89.68000030517578,637,1396
7,2,1,3,1,149,2,38300,2,5,1,61,2,1,3406,2.2899999618530273,72200,98.29000091552734,1118,1349
5,1,1,3,1,59,3,37964,2,3,2,32,2,1,6855,99.69000244140625,57400,96.55999755859375,1850,2528
7,1,1,1,1,51,3,20700,2,5,2,26,2,1,3928,20.420000076293945,74900,109.76000213623047,1230,1704
7,3,1,3,1,87,3,20700,2,5,1,28,2,1,3928,20.420000076293945,74900,109.76000213623047,1230,1704
9,1,1,1,1,485,3,38300,2,5,1,340,2,1,4348,7.889999866485596,72200,159.89999389648438,1487,1597
5,1,1,3,1,20,3,37964,2,5,2,85,2,2,4180,16.600000381469727,57400,98.61000061035156,865,1906
9,1,1,3,1,235,3,38300,2,5,1,275,2,1,5931,5.599999904632568,72200,150.00999450683594,2086,2201
1,1,1,1,2,128,2,38300,2,5,1,82,2,1,5931,5.599999904632568,72200,150.00999450683594,2086,2201
9,1,1,3,2,85,3,37964,2,3,2,62,2,1,6722,97.30999755859375,57400,71.91999816894531,1731,2815
9,1,1,3,1,170,3,38300,2,5,1,116,2,1,5931,5.599999904632568,72200,150.00999450683594,2086,2201
1,1,1,3,1,180,3,38300,2,5,2,14,2,1,5931,5.599999904632568,72200,150.00999450683594,2086,2201
7,1,1,1,1,51,3,20700,2,5,2,26,2,1,3928,20.420000076293945,74900,109.76000213623047,1230,1704
7,1,1,3,1,104,3,38300,2,5,1,576,2,1,5931,5.599999904632568,72200,150.00999450683594,2086,2201
5,1,1,3,1,15,3,37964,2,3,2,72,2,2,4507,84.13999938964844,57400,69.16999816894531,646,1246
7,1,1,3,1,196,3,20700,2,5,1,96,2,1,3928,20.420000076293945,74900,109.76000213623047,1230,1704
7,2,1,3,1,108,3,37964,2,5,1,59,2,1,5423,40.72999954223633,57400,104.13999938964844,976,1749
7,1,1,1,1,4,3,49620,2,3,1,36,2,2,4583,33.16999816894531,70800,66.88999938964844,1041,1721
7,2,1,1,1,211,3,20700,2,5,1,86,2,1,5842,8.590000153,74900,111.23999786376953,1829,2256
9,1,1,3,1,184,3,37964,2,5,1,60,2,1,3753,12.710000038146973,57400,114.22000122070312,837,1440
9,1,1,3,1,100,3,38300,2,5,1,60,2,1,4987,5.590000152587891,72200,132.1699981689453,1736,2020
7,2,1,1,1,172,3,37964,2,3,2,37,2,1,4949,95.80000305175781,57400,87.66000366210938,691,1211
7,2,1,3,1,128,3,38300,2,5,1,80,2,1,4987,5.590000152587891,72200,132.1699981689453,1736,2020
2,1,1,3,1,148,3,20700,2,5,1,57,2,1,4848,17.760000228881836,74900,107.5,1312,1912
3,1,1,3,1,170,3,33874,2,5,2,52,2,1,4943,9.430000305175781,102600,62.459999084472656,1374,1882
9,1,1,3,1,184,3,20700,2,5,2,42,2,1,3256,11.699999809265137,74900,126.30999755859375,806,943
9,1,1,3,1,265,3,38300,2,5,1,52,2,1,8945,8.300000190734863,72200,132.55999755859375,3084,3814
7,2,1,3,1,122,3,37964,2,3,2,46,2,1,6222,69.86000061035156,57400,72.86000061035156,844,2304
7,1,1,3,1,279,3,20700,2,5,1,272,2,1,5659,8.850000381469727,74900,120.18000030517578,1691,2521
9,1,1,1,1,206,3,33874,1,5,2,90,2,1,3154,21.87999916,102600,67.25,638,837
9,1,1,1,1,154,3,37964,2,3,2,64,2,1,7224,26.790000915527344,57400,74.79000091552734,1585,2784
7,1,1,3,1,145,3,38300,2,3,2,49,2,1,8945,8.300000190734863,72200,132.55999755859375,3084,3814
9,1,1,3,1,61,3,37964,2,5,2,47,2,1,5126,96.86000061035156,57400,82.51000213623047,949,1691
5,1,1,3,1,60,3,38300,2,5,1,11,2,1,8945,8.300000190734863,72200,132.55999755859375,3084,3814
1,1,1,1,1,107,3,37964,2,5,2,38,2,1,4738,73.30000305175781,57400,146.42999267578125,930,1238
1,1,1,3,1,207,3,38300,2,5,2,86,2,1,2040,5.929999828338623,72200,138.05999755859375,834,1057
7,2,1,1,1,280,3,38300,2,5,2,70,2,1,8945,8.300000190734863,72200,132.55999755859375,3084,3814
7,1,1,3,1,113,3,20700,2,5,1,22,2,1,5659,8.850000381469727,74900,120.18000030517578,1691,2521
7,3,1,3,1,230,3,20700,2,5,1,61,2,1,5659,8.850000381469727,74900,120.18000030517578,1691,2521
7,2,1,1,1,102,2,38300,2,3,1,50,2,1,1034,44.290000915527344,72200,70.33000183105469,272,531
7,2,1,3,1,75,3,37964,2,5,1,37,2,1,4899,65.88999938964844,57400,54.49000168,802,1858
7,2,1,3,1,151,3,38300,2,5,1,34,2,1,3171,16.399999618530273,72200,78.90000153,773,1208
7,2,1,3,1,170,2,37964,2,3,2,40,2,1,1363,74.47000122070312,57400,80.66000366210938,162,221
5,1,1,1,1,233,2,33874,2,5,1,108,2,1,3886,18.010000228881836,102600,60.84000015258789,915,1380
9,1,1,3,1,135,3,37964,2,5,1,68,2,1,4510,27.469999313354492,57400,109.4000015258789,1083,1325
7,2,1,3,1,276,3,20700,2,5,2,0,2,1,5659,8.850000381469727,74900,120.18000030517578,1691,2521
7,3,1,3,1,136,3,37964,2,3,1,38,2,1,4124,94.69000244140625,57400,67.18000030517578,827,1308
5,1,1,1,1,50,3,38300,2,5,2,33,2,1,5773,12.770000457763672,72200,83.76000213623047,1569,2563
7,1,1,1,1,3,2,20700,2,5,2,15,2,2,5659,8.850000381469727,74900,120.18000030517578,1691,2521
5,1,1,3,2,20,3,37964,2,3,2,18,2,2,6800,86.65000153,57400,60.63999938964844,1227,2608
7,1,1,3,1,159,3,20700,2,5,2,199,2,1,5659,8.850000381469727,74900,120.18000030517578,1691,2521
9,1,1,1,2,59,3,49620,2,5,2,63,2,1,2101,53.02000045776367,70800,90.37000274658203,553,968
9,1,1,3,1,175,3,33874,2,5,2,86,2,1,3154,21.87999916,102600,67.25,638,837
9,2,1,3,1,78,3,10900,2,5,2,15,2,1,5382,19.600000381469727,75200,69.19999694824219,1693,4705
7,1,1,3,1,166,3,38300,2,3,1,100,2,1,1777,4.28000021,72200,123.33000183105469,612,665
5,1,1,3,1,48,3,38300,2,5,1,62,2,1,6131,10.779999732971191,72200,107.20999908447266,2083,2662
5,1,1,3,1,174,3,33874,2,5,1,34,2,1,3331,9.670000076293945,102600,57.66999816894531,719,1081
7,1,1,3,1,144,3,49620,2,5,2,90,2,1,7252,8.18999958,70800,157.1699981689453,2255,2608
3,1,1,3,1,280,2,33874,2,5,1,82,2,1,4054,8.510000228881836,102600,99.63999938964844,1234,1458
7,1,1,1,1,53,3,38300,2,5,1,42,2,1,2432,4.809999942779541,72200,83.36000061035156,785,1039
9,1,1,3,2,69,3,38300,1,5,1,30,2,1,6131,10.779999732971191,72200,107.20999908447266,2083,2662
9,1,1,3,1,94,3,38300,2,5,2,27,2,1,6131,10.779999732971191,72200,107.20999908447266,2083,2662
1,4,1,1,1,140,3,39740,2,5,1,54,2,1,7367,15,68900,132.64999389648438,2176,2626
7,2,1,3,1,144,3,38300,2,5,2,14,2,1,4558,8.840000153,72200,140.0800018310547,1570,1844
9,1,1,3,1,139,3,37964,2,5,1,118,2,1,5371,19.200000762939453,57400,129.17999267578125,1546,1830
